FileName,md5Hash,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
VirusShare_b85150a7f38a6c27d5226fb31b9b1514,b85150a7f38a6c27d5226fb31b9b1514,332,0,0,0,4,0,0,275992,2,50,5,1048576,0,1716,0,0
VirusShare_272d82d276c7b6b58cc8edcd766d3a90,272d82d276c7b6b58cc8edcd766d3a90,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
VirusShare_9d778bd72f89b3ab1f4a7e820d884450,9d778bd72f89b3ab1f4a7e820d884450,332,0,0,0,4,0,0,20480,7,0,5,1048576,0,407464,0,0
VirusShare_aa42a6845d628f3ee0dd03fe1887e647,aa42a6845d628f3ee0dd03fe1887e647,332,0,0,0,4,0,0,0,6,0,3,1048576,0,0,0,0
setup.exe (3).dll,91e8fd3537f8a3b289992f3b6420838f,332,28,4096,0,5,0,0,0,10,0,2,1048576,1344,23672,0,1
DismCorePS (6).dll,e097c8688e15bc442e5cca2fdaac1f47,332,28,4320,6,6,35168,198,4096,9,0,5,262144,320,1032,0,1
KBDARME (3).DLL,a888ef57283ea82dbde2c2dfdaca67f2,34404,84,11296,10,10,11200,84,0,14,10,4,262144,16736,1048,0,1
vccorlib140 (7).dll,e29b6c9d217bff58004a6ed5c0e30c31,332,56,17392,10,6,194192,15643,229376,14,10,5,1048576,16704,1032,0,1
hwrcomp (2).exe,049842dd7265ade2e7beb1423b8fd07a,34404,84,42192,10,10,0,0,37168,14,10,6,524288,49504,2064,0,1
VirusShare_556dbbb852354eb5a09c7031a4a95c94,556dbbb852354eb5a09c7031a4a95c94,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
Intel_OpenCL_ICD32 (3).dll,05514a0bc8fb0b0d5c8f449882c453d5,332,56,57680,0,6,75072,3600,57344,12,0,5,1048576,320,800,0,1
VirusShare_13fbdf913b9df2835ba5c1b683eb3320,13fbdf913b9df2835ba5c1b683eb3320,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,16384,0,0
VirusShare_cbee1f52d44cd64d686cba1e803c8869,cbee1f52d44cd64d686cba1e803c8869,332,0,0,0,14,32960,1959,73728,46,38,11,1048576,0,2896,0,0
appcertui.resources (3).dll,a1718f8e534cba64fd162d34e40969fb,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,992,0,1
VirusShare_aab1de26ee286a815711f030d3e2044e,aab1de26ee286a815711f030d3e2044e,332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,4728,0,0
VirusShare_d5405c538d3685df3e15c9832bc2f93d,d5405c538d3685df3e15c9832bc2f93d,332,0,0,7,8,0,0,0,7,0,3,1048576,0,2532,0,0
VirusShare_f54e7ef48ba1f2515cfcad1b0216c525,f54e7ef48ba1f2515cfcad1b0216c525,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
avicap32 (5).dll,31e2bd5014f8507ca36e3043c0ae236f,332,28,4912,6,6,75792,235,4096,9,0,4,262144,320,1312,0,1
nativemap (2).dll,e56132a1271966d9e3bc20bd7bb3d2ac,34404,84,14256,10,10,16480,104,12720,14,10,6,262144,16736,1000,0,1
VirusShare_4bb33cb974ecbd05dc64c18ab48118ef,4bb33cb974ecbd05dc64c18ab48118ef,332,28,4432,5,5,0,0,4096,6,20,4,262144,34816,4488,0,0
VirusShare_b59cc16d52b2985f41c6036726594bfb,b59cc16d52b2985f41c6036726594bfb,332,0,0,0,4,0,0,8192,5,12,4,1048576,0,224564,0,0
microsoft.windows.softwarelogo.appprelaunch.interop.dll,8976896b54dc6df0232dd85628489a93,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1144,0,1
ocrec.dll,6120b71671891264c19912b2a94aa040,332,84,372844,0,6,528384,815,376832,14,10,6,1048576,320,1160,0,1
wmpeffects (2).dll,cac2f1a2fe0bee5cda5509d38f05d12d,34404,84,232064,10,10,259456,168,226312,14,10,7,262144,16736,1376,0,1
csi (3).dll,3129a5925fa7d7f3a850c0dd44cb9e78,332,56,5263984,0,6,5715120,32148,4190208,14,10,6,1048576,320,1200,0,1
DevicePairing (7).dll,c8a81273da2c3920e7033f0ff08dbfc2,332,84,33152,10,10,197872,112,217088,14,10,5,262144,16704,262928,0,1
Microsoft.VisualStudio.Services.Client.Interactive.resources (6).dll,72ede18263a53ff9bfec5d179badf7e0,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1408,0,1
ln.exe,2e9690a7eadfafd6018f229655824b12,34404,28,61440,0,4,0,0,78696,2,28,9,2097152,32768,1256,0,1
VirusShare_b49d60526db13563ff5d3b3787cb2365,b49d60526db13563ff5d3b3787cb2365,332,0,0,0,5,0,0,266240,9,0,6,1048576,32768,6672,0,0
VirusShare_f948e924e27f9573d7887243fc4db8dc,f948e924e27f9573d7887243fc4db8dc,332,28,143360,0,8,147594,90,57344,35,26,12,1048576,0,1840,0,0
PfxTaskProvider (2).dll,8c19b6a329f8232c1a8153ac290b1085,332,84,12448,10,6,98752,114,106496,14,10,5,1048576,320,1064,0,1
ROUTE (3).EXE,ee056d0edc7b8f9b4bd5772d58c27a1e,34404,84,17744,10,10,0,0,16656,14,10,6,524288,49504,2080,0,1
VirusShare_9688b233748e2770a37174b95b48a250,9688b233748e2770a37174b95b48a250,332,0,0,0,5,0,0,180224,9,0,4,1048576,32768,17912,0,0
VirusShare_41c77bb25affa5706cf908570594a94e,41c77bb25affa5706cf908570594a94e,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_7eaea6a87dc47fa340a6d6c325c14dac,7eaea6a87dc47fa340a6d6c325c14dac,332,0,0,0,4,0,0,15060,2,50,5,1048576,0,1636,0,0
TSTheme (5).exe,904d0acdcfe2c75c9b99f38b3b3cfb18,332,28,4656,6,6,0,0,4096,9,0,4,262144,33088,5112,0,1
Microsoft.Mashup.Client.Excel.resources (45).dll,23382c71d3cb08e9dccd44baf4baedd9,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1352,0,1
VirusShare_19eee22ac5606025407cc635765ea222,19eee22ac5606025407cc635765ea222,332,0,0,6,4,0,0,28672,6,0,6,1048576,32768,18456,0,0
Microsoft.ReportingServices.ReportDesign.Common.resources (28).dll,da1eaf134b536cb143b87e98decc5603,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1432,0,1
VirusShare_2e88cf8b6dc2f8080671accc2b6a7adb,2e88cf8b6dc2f8080671accc2b6a7adb,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_6cb2972c9f064ab1644dda1d463556b9,6cb2972c9f064ab1644dda1d463556b9,332,0,0,0,5,0,0,200704,9,0,5,1048576,0,2824,0,0
kocl4res (2).dll,eec67585415d43c6e0e7c2951cb5b1f4,34404,0,0,6,6,0,0,0,11,0,1,262144,352,50352,0,1
VirusShare_9130c644b108caac41d274e6f34dcee0,9130c644b108caac41d274e6f34dcee0,332,28,12504,0,4,0,0,16384,8,0,3,1048576,32768,18168,0,0
VirusShare_ec23fa08c13086b7406e4538487158df,ec23fa08c13086b7406e4538487158df,332,0,0,0,4,105080,94,102400,6,0,5,1048576,0,26936,0,0
EP0NMF7B.DLL,a74d8e0e403f78f3ae9169f9b1a144d1,34404,28,4352,6,6,117184,372,4096,9,0,5,262144,64,944,0,1
ucrtbased (8).dll,06e01f7e26f4d6054813a6aa548a94ed,332,84,296208,10,10,1384800,58208,1458176,14,10,5,262144,16704,1040,0,1
VirusShare_c5fc6ee27c444487a758d9d3ad22f3d7,c5fc6ee27c444487a758d9d3ad22f3d7,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
perfctrs (2).dll,b3be3c76539973193106ece60b419168,332,84,5392,10,10,23824,683,40960,14,10,5,262144,16704,5656,0,1
VirusShare_5e0016d54ff78075b1c835a7b7fe9b92,5e0016d54ff78075b1c835a7b7fe9b92,332,0,0,0,5,0,0,8192,9,0,8,1048576,1024,3680,0,0
WMVENCOD (5).DLL,55c6f2abd42f58b4166a17fe8808eca8,34404,28,5632,6,6,1600608,190,4096,9,0,6,262144,320,1080,0,1
_setup (86).dll,e8e2ae1c47a134add85fcfb854eb22da,332,0,0,0,4,0,0,20480,5,10,5,1048576,0,6048,0,1
VirusShare_d9c2a9f557018412c689f919e24a86b8,d9c2a9f557018412c689f919e24a86b8,332,0,0,0,5,0,0,196608,9,0,5,1048576,0,4056,0,0
VirusShare_efbc8ec144bbc0b559666d3cd4b2782e,efbc8ec144bbc0b559666d3cd4b2782e,332,0,0,0,5,0,0,0,22,104,3,1048576,0,0,0,0
OLKFSTUB (2).DLL,d24827317d01cd75a733139e2c07bfdc,332,84,15948,0,6,20480,115,16384,14,10,5,1048576,320,225760,0,1
VirusShare_f0fe4d290a858f6d16296f53cc813d7c,f0fe4d290a858f6d16296f53cc813d7c,332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,20592,0,0
WsmAuto (3).dll,44dd453422fa2c7169ec4816425a0dcc,34404,84,90336,10,10,103856,23212,81216,14,10,7,262144,16736,16328,1,1
Microsoft.VisualStudio.Diagnostics.HubExtensions.dll,a67dd79ae35a98a2ccc4b09d12661884,332,56,294656,0,4,0,0,8192,48,0,3,1048576,34144,63976,0,1
VirusShare_844335d7235a6440e5d091e4ee0f435c,844335d7235a6440e5d091e4ee0f435c,332,0,0,0,5,0,0,184320,9,0,6,1048576,0,4056,0,0
VirusShare_087f0514565d57d164145dad42587140,087f0514565d57d164145dad42587140,332,28,140976,0,4,0,0,139264,8,0,5,1048576,0,64264,0,0
Microsoft.PowerBI.AdomdDataExtension.resources (31).dll,50dad0b2472cdab1b4a34de0784bb3fd,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1496,0,1
VirusShare_961c185766c187df8168b46468666273,961c185766c187df8168b46468666273,332,0,0,5,8,0,0,0,7,0,3,1048576,0,1740,0,0
VirusShare_9100c3433445464faa6ee914964eb010,9100c3433445464faa6ee914964eb010,332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0,0
uicciso (2).dll,bd7ef2bc7bdff03897e2b6afd4eddaaa,34404,84,42880,10,10,47952,80,37408,14,10,6,262144,16736,1008,0,1
VirusShare_ed323b6d39b8cbc49fac9a64c0d0dc50,ed323b6d39b8cbc49fac9a64c0d0dc50,332,0,0,0,4,0,0,294912,6,0,4,1048576,0,25336,0,0
VirusShare_f155262ba20f711ed78a8801dc108d3b,f155262ba20f711ed78a8801dc108d3b,332,0,0,0,4,81920,115,0,5,0,8,1048576,0,61192,0,0
VirusShare_b3c0c26e86dd87fea85d914fa361a772,b3c0c26e86dd87fea85d914fa361a772,332,0,0,0,4,0,0,0,7,10,3,1048576,0,24652,0,0
nvxdsyncplugin.dll,38c52cd7cccf29efd5fc6834e5de3f74,34404,84,1143696,0,6,1334416,88,966656,14,0,9,1048576,352,153512,1,1
VirusShare_f9cf4ed5f8ce592d68878239cb0dfe86,f9cf4ed5f8ce592d68878239cb0dfe86,332,0,0,0,5,53248,261,32768,11,0,11,1048576,0,2544,0,0
VirusShare_2e7fee1edcd69cd85ae0dfb0aabc07bf,2e7fee1edcd69cd85ae0dfb0aabc07bf,332,0,0,0,5,0,0,0,10,0,3,1048576,33088,32424,0,0
NlsData0021.dll,ee014f05429424597f3211fc0794474d,332,28,4672,6,6,1987392,79,4096,9,0,4,262144,320,1096,0,1
VirusShare_0bd4f9b53991e86e39945559be074f40,0bd4f9b53991e86e39945559be074f40,332,28,36352,0,5,0,0,69632,9,0,5,1048576,33088,36080,0,0
Microsoft.AnalysisServices.Excel.BackEnd.resources (28).dll,29fac46f62812ffb014b548b509f2817,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1272,0,1
api-ms-win-core-synch-l1-1-0 (24).dll,b60291adc8d6bf6e24343b89e9918d89,34404,56,4096,10,10,4192,2390,0,12,10,2,262144,352,1016,0,1
VirusShare_00d7bcafe9e33ede2af6cf91cc33e176,00d7bcafe9e33ede2af6cf91cc33e176,332,0,0,0,5,0,0,20480,9,0,10,1048576,0,6912,0,0
Microsoft.ReportingServices.Diagnostics.resources (25).dll,031908d8ceb4eb81864a96e6ba3d6397,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1384,0,1
mciseq (3).dll,6e565125afbbfbe5b20ffc257f38aaf6,34404,84,25504,10,10,26752,72,24848,14,10,6,262144,16736,1304,0,1
8a2296519da5d301e00b00009c316005.cmintegrator.dll,89fc48e7cdb3abd7e706d8c8415fd523,34404,84,40464,10,10,42240,164,33696,14,10,7,262144,16736,1032,0,1
VirusShare_7c8dfb3b366161be297a0c88bc9a0d90,7c8dfb3b366161be297a0c88bc9a0d90,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_3551f3d67c9e66e58d3e47ffaf9e9620,3551f3d67c9e66e58d3e47ffaf9e9620,332,0,0,0,4,0,0,233832,2,50,6,1048576,0,12940,0,0
VirusShare_85d26537aebd2f7130c3ce022d94b305,85d26537aebd2f7130c3ce022d94b305,332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0,0
VirusShare_e3b2feb1adfa13fbb037e72c8d036ff4,e3b2feb1adfa13fbb037e72c8d036ff4,332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0,0
VirusShare_7abf713361b13d49747f9502a7c767a0,7abf713361b13d49747f9502a7c767a0,332,0,0,0,14,98368,1925,49216,47,39,14,1048576,0,24996,0,0
WinMgmtR (2).dll,a1600745879ea0a339d09f6ceb3c598f,34404,56,4096,10,10,0,0,0,14,10,2,262144,352,28512,0,1
VirusShare_4e8b1c070d339a9e71f57cd040e2b60b,4e8b1c070d339a9e71f57cd040e2b60b,332,0,0,1,1,0,0,0,2,19,7,2097152,0,44544,0,0
amazonredshiftodbc_sb32.dll,ce699c435b531d7f077653d978005538,332,56,4819680,0,6,5796608,2509,4808704,12,0,5,1048576,320,33632,0,1
VirusShare_b38d85bf0491b4e3c98fbf4c213574f4,b38d85bf0491b4e3c98fbf4c213574f4,332,0,0,170,4,0,0,4096,6,0,4,1048576,0,2604,0,0
NlsData004c.dll,38932822124882e7979c1ae1daf52475,332,28,4672,6,6,3296256,79,4096,9,0,4,262144,320,1096,1,1
VirusShare_adfbd580e84b671bfeee3bc105e080ca,adfbd580e84b671bfeee3bc105e080ca,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0,0
InkObj (5).dll,9832b1552a7a2e9fc69b6a9dd344e49c,332,28,6080,6,6,1446528,189,4096,9,0,4,262144,320,189176,0,1
Windows.Internal.UI.Logon.ProxyStub (2).dll,cc347c4c0e385a7db5e9b46fe50aecbb,332,84,92928,10,10,97200,160,102400,14,10,5,262144,16704,1152,0,1
mt.exe,58c193b533c15e9c8db6598d5d2f41c0,43620,84,238208,10,10,0,0,1175552,14,10,6,524288,49504,47936,0,1
VirusShare_25910f6f69d065b9f135e16b95c7ca50,25910f6f69d065b9f135e16b95c7ca50,332,28,374912,0,5,0,0,372736,9,0,6,1048576,33088,401360,0,0
VirusShare_ab1d26b36a8e1d8c95dddabbd90283e0,ab1d26b36a8e1d8c95dddabbd90283e0,332,28,4336,0,4,33008,4258,262484,8,0,5,1048576,0,7416,0,0
Microsoft.VisualStudio.Tools.Office.Runtime.dll,9bd5849c2677ba6b509af3da0fc04a8d,332,28,377224,0,4,0,0,8192,8,0,3,1048576,34112,19952,0,1
VirusShare_1a63a9bd2398f9434e1837c0390bf370,1a63a9bd2398f9434e1837c0390bf370,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0,0
wshqos (2).dll,d5d41c54dce48841759d4584e2d72e02,332,84,4720,10,10,11920,470,20480,14,10,5,262144,16704,1304,0,1
VirusShare_39028e8653ba4e422599441e49da3d29,39028e8653ba4e422599441e49da3d29,332,0,0,0,4,0,0,249856,6,0,4,1048576,0,177648,0,0
VirusShare_7237aef8c1ce42eca823b1308066744e,7237aef8c1ce42eca823b1308066744e,332,0,0,0,4,65536,115,0,5,0,8,1048576,0,16312,0,0
vnetlib (2).dll,2315cecc76d03fbd1732d5e6ee999552,332,56,546048,0,6,862656,5117,544768,12,0,6,1048576,320,2984,0,1
VirusShare_c62e0538c9ede69e919c3bc46f209095,c62e0538c9ede69e919c3bc46f209095,332,0,0,0,4,0,0,12288,6,0,3,1048576,0,0,0,0
VirusShare_e377e24f69c5f9dee8dea1841e693c88,e377e24f69c5f9dee8dea1841e693c88,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,65728,0,0
Microsoft.Exchange.WebServices.dll,98cb0ef1ecbb683d0da19a17b5739f25,332,28,1106048,0,4,0,0,8192,8,0,3,1048576,34112,1208,0,1
VirusShare_6a00e1b5feebc83783f4dcf04fce5fc9,6a00e1b5feebc83783f4dcf04fce5fc9,332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,19418,0,0
VirusShare_1a961662c602678e49c09a0b4a175429,1a961662c602678e49c09a0b4a175429,332,0,0,0,4,0,0,404908,2,50,11,1048576,0,2364,0,0
VirusShare_148bd2cccaa2b86dc779334026fa7470,148bd2cccaa2b86dc779334026fa7470,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0,0
VirusShare_103eac2e517eefc7afc0af645c929051,103eac2e517eefc7afc0af645c929051,332,0,0,0,4,0,0,28672,6,0,5,1048576,0,4680,0,0
VirusShare_3f89660d14879e30d0403db34a83c5c4,3f89660d14879e30d0403db34a83c5c4,332,0,0,0,5,0,0,0,40,153,4,1048576,0,0,0,0
VirusShare_636e47489f4c8df22eb5975f7776dc17,636e47489f4c8df22eb5975f7776dc17,332,0,0,0,5,0,0,4096,9,0,6,1048576,0,2096,0,0
bthmigplugin (10).dll,9a15724a76ad8582515f8d8ee1f31b0c,34404,28,5376,6,6,92416,182,4096,9,0,5,262144,64,1328,0,1
VirusShare_18a512a4a61a0c16451dc4958c6235c4,18a512a4a61a0c16451dc4958c6235c4,332,0,0,0,5,0,0,20480,9,0,3,1048576,32768,2496,0,0
VirusShare_c23a16e88fcead89dec71e498686dcca,c23a16e88fcead89dec71e498686dcca,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
msasxpress.dll,5fd1c73868903751af45fbe813bc0353,332,84,16544,6,6,17488,193,16384,12,10,5,1048576,320,1800,0,1
MSBuildTaskHost.resources.ni (32).dll,2e7ef2589b362628d402696e7d0d4477,34404,28,24860,0,5,0,0,0,11,0,3,0,33088,1132,0,1
VirusShare_fe14d31cef4e09cd0487a4d3ca44ff50,fe14d31cef4e09cd0487a4d3ca44ff50,332,0,0,0,5,0,0,208896,9,0,4,8000000,32768,39856,0,0
VirusShare_25e1b7856afe3c2acee450e7ac799668,25e1b7856afe3c2acee450e7ac799668,332,0,0,0,5,0,0,32768,9,0,5,1048576,32768,175252,0,0
SystemSettings (2).exe,e2a62aebf99677fe989a3fa5a5f6bc87,34404,84,27072,10,10,0,0,24848,14,10,7,524288,49632,61016,0,1
WMVENCOD (3).DLL,adb854582965a0302b9decd8ba5113cd,34404,84,2079760,10,10,2119168,192,1859752,14,10,8,262144,16736,7184,0,1
Microsoft.Mashup.OleDbProvider.resources (25).dll,408c390a7ae5bbea8f8456cc9ba94c98,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1328,0,1
VirusShare_eea95fdf77a56569c103a70ad817337a,eea95fdf77a56569c103a70ad817337a,332,0,0,0,4,0,0,52428,2,50,5,1048576,0,39440,0,0
VirusShare_b7e8a9ab9b3b78885f8af54e8c9a7b9d,b7e8a9ab9b3b78885f8af54e8c9a7b9d,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0,0
VirusShare_1a01e8a548e197138315dfc1fd966be8,1a01e8a548e197138315dfc1fd966be8,332,0,0,0,4,0,0,278964,2,50,9,1048576,0,0,0,0
VirusShare_af89380232d947415b4963104e7b0190,af89380232d947415b4963104e7b0190,332,28,4688,5,5,0,0,4096,6,20,4,262144,34816,1648,0,0
VirusShare_b8f7ad42120b5b4d73f3ccf699366b60,b8f7ad42120b5b4d73f3ccf699366b60,332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0,0
VirusShare_665d798ace2aecd67bebeef22bb3bd33,665d798ace2aecd67bebeef22bb3bd33,332,0,0,0,5,0,0,8192,9,0,5,1048576,32768,976,0,0
libMFTParser.dll,96ad95274827265431d8e4e2907dbb2d,34404,84,75872,0,5,91856,9664,65536,14,0,7,1048576,352,1468,0,1
VirusShare_2d57572b099475cebbd5eb9f4099ad40,2d57572b099475cebbd5eb9f4099ad40,332,28,70528,0,8,74762,92,110720,29,21,8,1048576,0,1419,1,0
MSBuild.resources (2).dll,ddb5f2c98ab1e5b5802a0bb82d10cc6f,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1072,0,1
linkinfo (2).dll,271b7da00427e1936b190915f1302e27,332,84,4992,10,10,29296,480,36864,14,10,6,262144,16704,1024,0,1
VirusShare_299716a5aa4ba870c031966801ab1b14,299716a5aa4ba870c031966801ab1b14,332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0,0
VirusShare_fd458ba0c0c53c6b039cf7ee6572269c,fd458ba0c0c53c6b039cf7ee6572269c,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0,0
Microsoft.VisualStudio.Setup.Common (2).dll,c1825a9faa407a6e56cb6c14f2c48bb1,332,28,215636,0,4,0,0,8192,48,0,3,1048576,34112,1268,0,1
VirusShare_ec71b979f8e2283c1f045eea422c44df,ec71b979f8e2283c1f045eea422c44df,332,0,0,0,4,0,0,0,2,25,3,1048576,0,584,0,0
VirusShare_9012282ff67be4a1ec0fdb323754c91d,9012282ff67be4a1ec0fdb323754c91d,332,0,0,0,4,0,0,98304,5,12,5,1048576,0,4208,0,0
wuapi (7).dll,1e074c356601476e8efd77807bcc116c,34404,28,6480,6,6,669792,166,4096,9,0,5,262144,64,205616,1,1
bitsadmin (10).exe,487b7102b9e9af5a1db7abf6380e48ae,34404,28,5584,6,6,0,0,4096,9,0,5,524288,33088,2072,0,1
VirusShare_d54aebc94fd26910608f7a86bca57dea,d54aebc94fd26910608f7a86bca57dea,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
WPDShextAutoplay (7).exe,33cbb23b16d7c3fc66f391768e1722e5,34404,28,5104,6,6,0,0,4096,9,0,5,524288,33088,2168,0,1
SystemPropertiesComputerName (5).exe,db69fab440c38b3cca67f972caf53809,332,28,4256,6,6,0,0,4096,9,0,4,262144,33088,75592,0,1
VirusShare_a5ba9feb7185b684b124d743656567f0,a5ba9feb7185b684b124d743656567f0,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0,0
VirusShare_c66b1ede1324bacafb6247250fb87070,c66b1ede1324bacafb6247250fb87070,332,0,0,0,4,0,0,159744,6,0,5,1048576,0,593208,1,0
VirusShare_589d7073d3101e09b6b7706161987948,589d7073d3101e09b6b7706161987948,332,0,0,0,4,142544,70,4096,8,0,4,1048576,0,2328,0,0
VirusShare_ec9e4e15ebd3fc6944fb17b7b6947830,ec9e4e15ebd3fc6944fb17b7b6947830,332,28,4096,0,4,4416,347,565736,7,10,6,1048576,0,42832,1,0
VirusShare_ecdc9a171084c2a6295a70b5695de27b,ecdc9a171084c2a6295a70b5695de27b,332,0,0,0,4,0,0,352392,2,50,6,1048576,0,2364,0,0
nvvitvs.dll,c2411e5bbd53415b73a71ff9dbaaeaed,34404,84,3385968,0,6,3820880,164,2805760,14,0,9,1048576,352,3125192,0,1
VirusShare_06b1bd5fa8afc62beebf9466987cd7a4,06b1bd5fa8afc62beebf9466987cd7a4,332,0,0,0,4,3285488,113501,0,8,0,6,1048576,0,543284,0,0
api-ms-win-crt-time-l1-1-0 (3).dll,a992f1e06c3c32ffe9799d4750af070a,34404,56,4096,10,10,4192,3005,0,12,10,2,262144,352,984,0,1
winnlsres (5).dll,b72fcb7ae2ef6a59971f636fb58f046f,332,56,4096,10,10,0,0,0,14,10,2,262144,1344,18720,0,1
aspnet_regbrowsers (9).exe,e7af4a953bfe0f72b77b5de2db84bc06,34404,28,18752,0,4,0,0,0,8,0,2,4194304,1280,1560,0,1
VirusShare_2295e8ad72ec9d09be5c5551898f475c,2295e8ad72ec9d09be5c5551898f475c,332,0,0,4,4,0,0,0,6,0,4,1048576,0,4556,0,0
VirusShare_b77d3109371f927ef61f9e3e1b36e670,b77d3109371f927ef61f9e3e1b36e670,332,0,0,0,5,74244,132,137692,25,17,7,1048576,0,1658,0,0
Microsoft.PowerShell.GPowerShell (2).dll,a47bbc8fd290c108614fc57eb1c9598e,332,56,1512168,0,4,0,0,8192,48,0,3,1048576,34144,1280,1,1
VirusShare_50fe70917315b536b7f93f82b9701de0,50fe70917315b536b7f93f82b9701de0,332,0,0,0,5,0,0,53248,9,0,6,1048576,32768,784,0,0
appcertui.resources (5).dll,169128cdbf945e7a07e367572e19760a,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1000,0,1
VirusShare_b63eff91722ef63498689549ab74737e,b63eff91722ef63498689549ab74737e,332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0,0
VirusShare_f1429042de7d9664d6106e5cb185a568,f1429042de7d9664d6106e5cb185a568,332,0,0,5,5,0,0,0,7,10,5,262144,33792,2442,0,0
VirusShare_5cb2b7f96ecb9f138baf4d35524e7082,5cb2b7f96ecb9f138baf4d35524e7082,332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,672,0,0
VirusShare_c7b5572a3ded1e152248e9aa9e0c4a90,c7b5572a3ded1e152248e9aa9e0c4a90,332,0,0,0,4,14400,68,4096,0,0,4,1048576,0,23224,0,0
VirusShare_09c250c9b8d89e8d14b2eb78a27b4b00,09c250c9b8d89e8d14b2eb78a27b4b00,332,0,0,0,5,0,0,24576,9,0,10,1048576,0,19184,0,0
VirusShare_4edead2b47aa5f14370016a663d32494,4edead2b47aa5f14370016a663d32494,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,6288,0,0
VirusShare_137f453e8f30e74710c741c37962cd35,137f453e8f30e74710c741c37962cd35,332,0,0,123,4,0,0,114688,8,2,4,1048576,33280,0,1,0
msctfui (5).dll,a91443978f1d807767648ee5a3ca2520,332,28,4800,6,6,108400,164,4096,9,0,4,262144,320,3824,0,1
VirusShare_05bfac5a09b8000f4bbbc27f469f79a0,05bfac5a09b8000f4bbbc27f469f79a0,332,28,6996,0,4,0,0,4096,6,0,3,1048576,0,11363,0,0
VirusShare_183d45b10678ace48bdfa6dc0c780b60,183d45b10678ace48bdfa6dc0c780b60,332,0,0,0,4,0,0,20752,2,50,10,1048576,0,49852,0,0
IMTCCFG (7).DLL,57d7cd74473fba1ad80cdc36fdd2d8a1,332,28,4800,6,6,216128,164,4096,9,0,4,262144,320,992,0,1
PickerPlatform (3).dll,17424e42f403316f4790de3a227eea30,34404,84,300176,10,10,323504,148,268024,14,10,7,262144,16736,1032,0,1
Microsoft.MIDebugPackage.dll,6601a10be15edb504d34306256febc55,332,28,25720,0,4,0,0,8192,48,0,3,1048576,34144,1196,0,1
VirusShare_8a8a2cd2a1866674f60cb6b6a4db84ba,8a8a2cd2a1866674f60cb6b6a4db84ba,332,0,0,0,4,0,0,98304,6,0,4,1048576,0,12616,0,0
VirusShare_ac0e2c0aaab47a0d31de3c4d6ba22e2b,ac0e2c0aaab47a0d31de3c4d6ba22e2b,332,0,0,0,4,0,0,64604,2,50,4,1048576,0,4708,0,0
sppobjs (2).dll,54c61d63396f46a64c5bc546e23059f5,34404,56,1420336,21315,10,1516320,204,1378392,14,10,6,262144,16864,1040,0,1
