Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses
332,28,4912,6,6,75792,235,4096,9,0,4,262144,320,1312,0
34404,84,14256,10,10,16480,104,12720,14,10,6,262144,16736,1000,0
332,28,4432,5,5,0,0,4096,6,20,4,262144,34816,4488,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,224564,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1144,0
332,84,372844,0,6,528384,815,376832,14,10,6,1048576,320,1160,0
34404,84,232064,10,10,259456,168,226312,14,10,7,262144,16736,1376,0
332,56,5263984,0,6,5715120,32148,4190208,14,10,6,1048576,320,1200,0
332,84,33152,10,10,197872,112,217088,14,10,5,262144,16704,262928,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1408,0
34404,28,61440,0,4,0,0,78696,2,28,9,2097152,32768,1256,0
332,0,0,0,5,0,0,266240,9,0,6,1048576,32768,6672,0
332,28,143360,0,8,147594,90,57344,35,26,12,1048576,0,1840,0
332,84,12448,10,6,98752,114,106496,14,10,5,1048576,320,1064,0
34404,84,17744,10,10,0,0,16656,14,10,6,524288,49504,2080,0
332,0,0,0,5,0,0,180224,9,0,4,1048576,32768,17912,0
332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0
332,0,0,0,4,0,0,15060,2,50,5,1048576,0,1636,0
332,28,4656,6,6,0,0,4096,9,0,4,262144,33088,5112,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1352,0
332,0,0,6,4,0,0,28672,6,0,6,1048576,32768,18456,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1432,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,5,0,0,200704,9,0,5,1048576,0,2824,0
34404,0,0,6,6,0,0,0,11,0,1,262144,352,50352,0
332,28,12504,0,4,0,0,16384,8,0,3,1048576,32768,18168,0
332,0,0,0,4,105080,94,102400,6,0,5,1048576,0,26936,0
34404,28,4352,6,6,117184,372,4096,9,0,5,262144,64,944,0
332,84,296208,10,10,1384800,58208,1458176,14,10,5,262144,16704,1040,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,84,5392,10,10,23824,683,40960,14,10,5,262144,16704,5656,0
332,0,0,0,5,0,0,8192,9,0,8,1048576,1024,3680,0
34404,28,5632,6,6,1600608,190,4096,9,0,6,262144,320,1080,0
332,0,0,0,4,0,0,20480,5,10,5,1048576,0,6048,0
332,0,0,0,5,0,0,196608,9,0,5,1048576,0,4056,0
332,0,0,0,5,0,0,0,22,104,3,1048576,0,0,0
332,84,15948,0,6,20480,115,16384,14,10,5,1048576,320,225760,0
332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,20592,0
34404,84,90336,10,10,103856,23212,81216,14,10,7,262144,16736,16328,1
332,56,294656,0,4,0,0,8192,48,0,3,1048576,34144,63976,0
332,0,0,0,5,0,0,184320,9,0,6,1048576,0,4056,0
332,28,140976,0,4,0,0,139264,8,0,5,1048576,0,64264,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1496,0
332,0,0,5,8,0,0,0,7,0,3,1048576,0,1740,0
332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0
34404,84,42880,10,10,47952,80,37408,14,10,6,262144,16736,1008,0
332,0,0,0,4,0,0,294912,6,0,4,1048576,0,25336,0
332,0,0,0,4,81920,115,0,5,0,8,1048576,0,61192,0
332,0,0,0,4,0,0,0,7,10,3,1048576,0,24652,0
34404,84,1143696,0,6,1334416,88,966656,14,0,9,1048576,352,153512,1
332,0,0,0,5,53248,261,32768,11,0,11,1048576,0,2544,0
332,0,0,0,5,0,0,0,10,0,3,1048576,33088,32424,0
332,28,4672,6,6,1987392,79,4096,9,0,4,262144,320,1096,0
332,28,36352,0,5,0,0,69632,9,0,5,1048576,33088,36080,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1272,0
34404,56,4096,10,10,4192,2390,0,12,10,2,262144,352,1016,0
332,0,0,0,5,0,0,20480,9,0,10,1048576,0,6912,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1384,0
34404,84,25504,10,10,26752,72,24848,14,10,6,262144,16736,1304,0
34404,84,40464,10,10,42240,164,33696,14,10,7,262144,16736,1032,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,233832,2,50,6,1048576,0,12940,0
332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0
332,56,119280,0,5,0,0,118784,11,0,5,1048576,33088,620472,0
332,0,0,0,14,98368,1925,49216,47,39,14,1048576,0,24996,0
34404,56,4096,10,10,0,0,0,14,10,2,262144,352,28512,0
332,0,0,1,1,0,0,0,2,19,7,2097152,0,44544,0
332,56,4819680,0,6,5796608,2509,4808704,12,0,5,1048576,320,33632,0
332,0,0,170,4,0,0,4096,6,0,4,1048576,0,2604,0
332,28,4672,6,6,3296256,79,4096,9,0,4,262144,320,1096,1
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,28,6080,6,6,1446528,189,4096,9,0,4,262144,320,189176,0
332,84,92928,10,10,97200,160,102400,14,10,5,262144,16704,1152,0
43620,84,238208,10,10,0,0,1175552,14,10,6,524288,49504,47936,0
332,28,374912,0,5,0,0,372736,9,0,6,1048576,33088,401360,0
332,28,4336,0,4,33008,4258,262484,8,0,5,1048576,0,7416,0
332,28,377224,0,4,0,0,8192,8,0,3,1048576,34112,19952,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,84,4720,10,10,11920,470,20480,14,10,5,262144,16704,1304,0
332,0,0,0,4,0,0,249856,6,0,4,1048576,0,177648,0
332,0,0,0,4,65536,115,0,5,0,8,1048576,0,16312,0
332,56,546048,0,6,862656,5117,544768,12,0,6,1048576,320,2984,0
332,0,0,0,4,0,0,12288,6,0,3,1048576,0,0,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,65728,0
332,28,1106048,0,4,0,0,8192,8,0,3,1048576,34112,1208,0
332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,19418,0
332,0,0,0,4,0,0,404908,2,50,11,1048576,0,2364,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,0,0,0,4,0,0,28672,6,0,5,1048576,0,4680,0
332,0,0,0,5,0,0,0,40,153,4,1048576,0,0,0
332,0,0,0,5,0,0,4096,9,0,6,1048576,0,2096,0
34404,28,5376,6,6,92416,182,4096,9,0,5,262144,64,1328,0
332,0,0,0,5,0,0,20480,9,0,3,1048576,32768,2496,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,84,16544,6,6,17488,193,16384,12,10,5,1048576,320,1800,0
34404,28,24860,0,5,0,0,0,11,0,3,0,33088,1132,0
332,0,0,0,5,0,0,208896,9,0,4,8000000,32768,39856,0
332,0,0,0,5,0,0,32768,9,0,5,1048576,32768,175252,0
34404,84,27072,10,10,0,0,24848,14,10,7,524288,49632,61016,0
34404,84,2079760,10,10,2119168,192,1859752,14,10,8,262144,16736,7184,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1328,0
332,0,0,0,4,0,0,52428,2,50,5,1048576,0,39440,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,278964,2,50,9,1048576,0,0,0
332,28,4688,5,5,0,0,4096,6,20,4,262144,34816,1648,0
332,0,0,0,5,0,0,12288,9,0,7,1048576,0,7936,0
332,0,0,0,5,0,0,8192,9,0,5,1048576,32768,976,0
34404,84,75872,0,5,91856,9664,65536,14,0,7,1048576,352,1468,0
332,28,70528,0,8,74762,92,110720,29,21,8,1048576,0,1419,1
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1072,0
332,84,4992,10,10,29296,480,36864,14,10,6,262144,16704,1024,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,28,215636,0,4,0,0,8192,48,0,3,1048576,34112,1268,0
332,0,0,0,4,0,0,0,2,25,3,1048576,0,584,0
332,0,0,0,4,0,0,98304,5,12,5,1048576,0,4208,0
34404,28,6480,6,6,669792,166,4096,9,0,5,262144,64,205616,1
34404,28,5584,6,6,0,0,4096,9,0,5,524288,33088,2072,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
34404,28,5104,6,6,0,0,4096,9,0,5,524288,33088,2168,0
332,28,4256,6,6,0,0,4096,9,0,4,262144,33088,75592,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,159744,6,0,5,1048576,0,593208,1
332,0,0,0,4,142544,70,4096,8,0,4,1048576,0,2328,0
332,28,4096,0,4,4416,347,565736,7,10,6,1048576,0,42832,1
332,0,0,0,4,0,0,352392,2,50,6,1048576,0,2364,0
34404,84,3385968,0,6,3820880,164,2805760,14,0,9,1048576,352,3125192,0
332,0,0,0,4,3285488,113501,0,8,0,6,1048576,0,543284,0
34404,56,4096,10,10,4192,3005,0,12,10,2,262144,352,984,0
332,56,4096,10,10,0,0,0,14,10,2,262144,1344,18720,0
34404,28,18752,0,4,0,0,0,8,0,2,4194304,1280,1560,0
332,0,0,4,4,0,0,0,6,0,4,1048576,0,4556,0
332,0,0,0,5,74244,132,137692,25,17,7,1048576,0,1658,0
332,56,1512168,0,4,0,0,8192,48,0,3,1048576,34144,1280,1
332,0,0,0,5,0,0,53248,9,0,6,1048576,32768,784,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1000,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
332,0,0,5,5,0,0,0,7,10,5,262144,33792,2442,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,672,0
332,0,0,0,4,14400,68,4096,0,0,4,1048576,0,23224,0
332,0,0,0,5,0,0,24576,9,0,10,1048576,0,19184,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,6288,0
332,0,0,123,4,0,0,114688,8,2,4,1048576,33280,0,1
332,28,4800,6,6,108400,164,4096,9,0,4,262144,320,3824,0
332,28,6996,0,4,0,0,4096,6,0,3,1048576,0,11363,0
332,0,0,0,4,0,0,20752,2,50,10,1048576,0,49852,0
332,28,4800,6,6,216128,164,4096,9,0,4,262144,320,992,0
34404,84,300176,10,10,323504,148,268024,14,10,7,262144,16736,1032,0
332,28,25720,0,4,0,0,8192,48,0,3,1048576,34144,1196,0
332,0,0,0,4,0,0,98304,6,0,4,1048576,0,12616,0
332,0,0,0,4,0,0,64604,2,50,4,1048576,0,4708,0
34404,56,1420336,21315,10,1516320,204,1378392,14,10,6,262144,16864,1040,0
34404,0,0,0,4,40960,1116,45348,2,24,9,2097152,0,0,0
332,0,0,5,5,389248,144,335872,11,0,5,1048576,64,16,0
332,28,4448,6,6,48496,164,4096,9,0,4,262144,320,1288,0
332,0,0,0,5,0,0,4096,9,0,4,1048576,32768,12008,0
332,84,25968,10,10,0,0,81920,14,10,5,262144,49472,158432,0
332,84,4320,10,10,7536,67,12288,14,10,5,262144,16704,1296,0
34404,84,597520,0,6,724032,152,462848,14,10,6,1048576,49504,1056,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,1520,0
452,56,326164,0,4,0,0,0,48,0,2,1048576,34112,1636,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,24400,74,4096,7,0,3,1048576,0,64088,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,8,10,0,0,0,5,0,3,1048576,0,1692,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1320,0
332,28,5232,6,6,221424,195,4096,9,0,4,262144,320,1392,0
332,0,0,0,4,0,0,197520,2,50,7,1048576,0,25196,0
332,0,0,0,4,17568,108,4096,8,0,4,1048576,0,976,0
332,0,0,0,4,0,0,281700,2,50,4,1048576,0,7132,0
332,0,0,0,5,0,0,172032,9,0,4,1048576,32768,153656,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0
34404,84,13488,10,10,14496,120,12560,14,10,6,262144,16736,4128,0
332,0,0,0,4,0,0,110592,6,0,5,1048576,0,20024,0
34404,0,0,0,4,65536,125,70024,2,25,9,2097152,0,0,0
332,28,4464,6,6,0,0,4096,9,0,4,262144,33088,28320,0
332,56,38532,0,4,0,0,8192,48,0,3,1048576,34144,1056,0
332,0,0,0,4,0,0,0,2,25,3,1048576,0,6480,0
34404,28,4688,6,6,0,0,4096,9,0,5,524288,33088,2136,0
34404,28,1105920,0,4,1232896,76640,1317832,2,25,10,2097152,0,0,0
34404,84,280416,10,10,329168,144,259608,14,10,8,262144,16736,1032,0
332,0,0,1,5,81920,263,32768,11,0,9,1048576,0,3796,0
332,0,0,5,10,249856,99,0,8,0,12,0,0,86588,0
332,0,0,0,1,0,0,0,2,25,5,1048576,0,512,0
332,0,0,0,4,130752,70,4096,8,0,4,1048576,0,2328,0
332,0,0,0,4,31440,71,4096,7,10,5,1048576,0,58888,0
332,28,30040,0,4,0,0,8192,8,0,3,1048576,1344,1328,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,322684,2,50,7,1048576,0,37040,0
34404,28,5568,6,6,277696,321,4096,9,0,5,262144,320,1072,0
34404,84,31760,10,10,33472,164,29392,14,10,6,262144,16736,1440,0
332,56,169504,0,4,0,0,8192,48,0,3,1048576,34144,1148,0
332,0,0,0,4,29216,108,4096,7,0,5,1048576,0,412856,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,212992,6,0,4,1048576,0,24128,0
332,0,0,0,14,32900,2192,32768,45,37,12,1048576,0,26592,0
332,0,0,0,4,0,0,282076,2,50,9,1048576,0,20568,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,1,4,0,0,373072,2,24,8,2097152,0,0,0
332,84,21280,10,10,101232,114,106496,14,10,6,262144,16704,32648,0
332,0,0,0,4,31776,71,4096,7,10,5,1048576,0,58888,0
332,0,0,0,4,0,0,20480,6,0,4,1048576,0,3424,1
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,49152,0
332,56,246416,0,6,0,0,245760,12,0,6,1048576,33088,1648,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1424,0
332,84,4304,10,10,21184,72,32768,14,10,5,262144,17728,1304,0
34404,28,5264,6,6,4943296,79,4096,9,0,5,262144,64,1096,1
332,84,15744,10,10,82848,170,90112,14,10,5,262144,16704,1064,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,84,59744,10,10,300528,167,307200,14,10,6,262144,16704,1144,0
34404,84,779664,10,10,933296,148,718080,14,10,8,262144,16736,1048,0
332,0,0,0,4,0,0,0,5,12,3,1048576,0,4628,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,28,4128,6,6,4624,165,4096,9,0,4,262144,1344,1024,0
34404,84,160048,10,6,0,0,0,12,10,3,1048576,17760,1104,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,2480,0
332,0,0,1,4,0,0,0,2,0,6,2097152,0,2204,0
332,0,0,0,4,0,0,424324,2,50,3,1048576,0,0,0
332,28,2368928,0,5,2981760,146833,2359296,9,0,6,1048576,320,1300,0
332,0,0,0,5,53248,261,32768,11,0,11,1048576,0,2544,0
34404,84,11904,10,10,12864,108,10784,14,10,6,262144,16736,1024,0
332,28,715616,0,4,879568,307,712704,7,10,4,1048576,0,24544,0
332,84,128288,10,10,632768,176,643072,14,10,5,262144,16704,1024,0
34404,28,610304,0,4,0,0,666748,2,28,9,2097152,32768,1256,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,0,5,12,3,1048576,0,5408,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1216,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1368,0
332,28,61464,0,4,0,0,8192,11,0,3,1048576,34112,1528,0
332,0,0,0,4,131328,75,4096,7,10,4,1048576,0,2224,0
332,0,0,1,4,0,0,0,6,0,2,1048576,0,26956,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,84,5728,10,10,35360,713,40960,14,10,5,262144,16704,1032,0
332,0,0,0,5,0,0,73728,9,0,10,1048576,32768,3840,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
34404,28,95872,5,6,107664,25904,77824,14,0,8,1048576,352,1288,1
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,26472,0
332,0,0,0,5,0,0,0,90,145,4,1048576,0,0,0
34404,84,252816,10,10,293824,240,234864,14,10,7,262144,16736,608568,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,1024,7936,0
34404,84,69552,10,10,76528,184,57280,14,10,6,262144,16736,3920,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,7,10,0,0,0,7,0,8,1048576,0,99628,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1192,0
332,0,0,0,4,15488,66,4096,8,0,4,1048576,0,130296,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,105168,0
332,56,147584,0,4,148416,192,147456,5,12,5,1048576,0,840,0
332,0,0,0,4,63072,68,20480,8,0,6,1048576,0,0,0
332,0,0,0,5,0,0,184320,9,0,3,1048576,32768,2496,0
332,0,0,6,8,268672,112,268424,9,3,3,0,0,6160,0
332,0,0,0,4,0,0,565248,7,0,5,1048576,0,37096,0
332,0,0,3,4,0,0,4096,6,0,3,1048576,0,30440,0
332,0,0,1,4,6,0,4096,6,0,4,1048576,0,23740,0
34404,84,11664,10,10,11568,80,0,14,10,4,262144,16736,1040,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,1024,6912,0
332,28,4856,0,4,0,0,4096,6,0,3,1048576,0,17527,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,0,2096,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3152,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,167581,0
332,56,84144,0,4,0,0,8192,48,0,3,1048576,34144,38464,0
332,0,0,0,5,0,0,8192,9,0,5,1048576,0,9816,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,257,2,50,5,1048576,0,227740,0
34404,84,1349120,10,10,1583888,304,981736,14,10,6,262144,16736,2632,0
332,0,0,0,4,0,0,330752,2,50,7,1048576,0,37040,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,904,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,5,7,402688,116,0,6,0,3,0,0,1072,0
332,84,4464,10,10,0,0,16384,14,10,5,262144,49472,2088,0
332,84,149792,10,10,0,0,2142208,14,10,6,262144,49472,1181264,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1160,0
332,28,4256,6,6,8752,159,4096,9,0,4,262144,320,1104,0
332,56,120020,0,4,0,0,8192,48,0,3,1048576,34144,1032,0
34404,28,4800,6,6,29888,116,4096,9,0,5,262144,320,1320,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1336,0
332,0,0,6,6,0,0,0,8,0,1,262144,1344,203544,0
332,0,0,0,5,0,0,106496,9,0,4,1048576,32768,247364,0
34404,84,128736,10,10,139552,120,104184,14,10,7,262144,16736,1376,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1336,0
34404,0,0,6,6,0,0,0,9,0,1,262144,320,668520,0
34404,28,7520,6,6,0,0,4096,9,0,5,524288,33088,150136,0
332,28,8245264,0,5,10472320,5192486,8228864,9,0,5,1048576,320,1304,1
332,28,4480,6,6,72704,187,4096,9,0,4,262144,320,3840,0
332,0,0,0,4,0,0,0,8,0,8,1048576,0,1536,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
34404,28,6016,6,6,238816,150,4096,9,0,5,262144,320,1304,0
332,0,0,0,4,0,0,8192,5,12,4,1048576,0,2518500,0
332,0,0,0,5,0,0,241664,9,0,5,1048576,32768,72456,0
332,0,0,0,4,24416,102,4096,7,0,3,1048576,0,63448,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1264,0
332,0,0,0,5,0,0,4096,9,0,3,1048576,32768,20592,0
34404,0,0,0,6,10958576,49688,6504448,12,0,6,1048576,352,1216,0
332,28,4416,8,5,18800,356,4096,8,0,4,1048576,64,1620,0
34404,84,39440,0,6,42624,1564,36864,14,11,7,1048576,352,880,0
332,0,0,0,5,0,0,4096,9,0,5,1048576,1024,6912,0
34404,84,141792,10,10,171248,168,128208,14,10,7,262144,16736,992,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1048,0
34404,28,4304,6,6,26096,165,37488,11,0,6,262144,16736,896,0
34404,84,466064,10,10,525776,184,423968,14,10,6,262144,16736,1008,0
332,0,0,0,4,67200,69,53248,8,0,5,1048576,0,0,0
34404,56,62448,10,6,67440,2100,57344,14,12,6,1048576,16736,1032,0
332,84,44496,10,10,170624,164,217088,14,10,5,262144,16704,1000,0
332,0,0,0,5,0,0,8192,9,0,4,1048576,32768,976,0
332,0,0,0,4,0,0,0,2,25,3,1048576,0,5764,0
332,0,0,0,4,0,0,0,6,0,4,1048576,0,1139888,0
332,0,0,0,4,0,0,223380,2,50,5,1048576,0,576,0
332,28,41264,0,4,59184,77,40960,7,10,4,1048576,0,202912,0
332,0,0,0,5,0,0,204800,9,0,8,1048576,0,2824,0
332,0,0,0,5,0,0,0,2,25,4,1048576,3,301808,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,112,80336,0,6,82320,172,57344,14,10,6,1048576,16704,57944,0
332,0,0,0,4,0,0,98304,5,12,5,1048576,0,4208,0
34404,56,2266028,21315,6,2254240,322,4096,9,0,6,262144,320,1064,0
332,0,0,0,4,135952,162,126976,6,0,8,1048576,0,20904,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1112,0
332,28,39896,0,4,0,0,8192,12,10,3,1048576,1376,1028,0
34404,28,5264,6,6,3460752,79,4096,9,0,5,262144,64,1096,1
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,56,4096,10,10,4368,876,0,12,10,2,262144,1344,984,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,0,2,25,3,1048576,0,932,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,28,10556,0,4,0,0,8192,8,0,3,1048576,1344,1144,0
332,28,156172,0,4,0,0,8192,8,0,3,1048576,1344,1184,0
34404,84,28608,10,10,31248,200,23656,14,10,6,262144,16736,484080,0
332,0,0,0,5,0,0,8192,9,0,20,1048576,32768,0,0
332,0,0,0,4,131840,88,98304,8,0,5,1048576,0,0,0
332,0,0,8,6,263360,68,0,5,1,3,0,0,956,0
332,0,0,0,5,0,0,28672,9,0,5,1048576,32768,125356,0
332,84,137376,10,10,1180720,223,1232896,14,10,6,262144,16704,1000,0
332,0,0,0,4,0,0,0,6,0,3,1048576,0,2768,0
34404,28,4272,6,6,8912,504,4096,9,0,5,262144,320,1320,0
332,0,0,0,4,0,0,8520,6,0,2,1048576,0,0,0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1280,0
332,56,127824,6,6,4676,1238,4096,8,0,4,262144,320,1024,0
34404,28,8224,6,6,0,0,4096,9,0,5,524288,33088,198000,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,167581,0
332,28,68260,0,4,0,0,8192,11,0,3,1048576,34112,1256,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
332,28,4464,6,6,73696,73,4096,9,0,4,262144,320,1304,0
332,0,0,0,4,0,0,4096,9,0,3,1048576,32768,2088,0
332,0,0,0,4,0,0,110040,2,50,10,1048576,0,20568,0
332,28,102832,0,4,110928,112,102400,8,0,8,1048576,0,0,0
332,0,0,0,4,0,0,0,5,12,4,1048576,0,992,0
332,0,0,0,4,0,0,32768,7,0,4,1048576,0,177092,0
332,0,0,0,4,31776,74,4096,7,10,5,1048576,0,4124,0
332,0,0,10,5,408388,68,0,7,0,3,0,0,2676,0
332,0,0,0,4,0,0,158116,2,50,8,1048576,0,0,0
332,0,0,1,4,0,0,4096,6,0,3,1048576,0,23504,0
332,0,0,0,4,0,0,24576,6,0,4,1048576,0,19836,1
34404,84,128000,10,6,142832,144,90112,14,10,7,1048576,352,1656,0
332,0,0,0,4,0,0,16384,8,0,4,1048576,0,58904,0
332,0,0,0,4,0,0,0,1,1,4,1048576,0,305770,0
34404,84,140512,0,6,177024,132,118784,14,10,6,1048576,16736,1104,0
332,0,0,0,4,0,0,8192,9,0,5,1048576,0,53248,0
332,84,380300,0,6,573440,346,380928,14,10,6,1048576,320,5504,0
332,28,30224,0,4,0,0,8192,48,0,3,1048576,34144,2336,0
332,0,0,0,4,0,0,209324,2,50,14,1048576,0,49852,0
332,0,0,0,5,0,0,16384,10,0,4,1048576,33088,19708,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1360,0
332,0,0,0,4,0,0,8192,0,0,4,1048576,0,1024,0
332,28,2746980,0,4,0,0,8192,11,0,3,1048576,34112,1352,0
332,0,0,0,4,15488,66,4096,8,0,4,1048576,0,130296,0
332,28,4336,0,4,5808,72,4096,7,10,7,1048576,0,30576,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3120,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1072,0
34404,28,7968,6,6,2045488,160,4096,9,0,6,262144,320,1064,0
332,28,5088,6,6,172144,104,4096,9,0,4,262144,320,1296,0
332,28,102784,0,5,122272,105,102400,10,0,5,1048576,320,920,0
34404,84,13184,0,5,0,0,12288,14,0,7,1048576,33120,2800,0
332,0,0,0,5,0,0,8192,9,0,4,1048576,1024,0,0
34404,84,125008,10,10,131056,188,108160,14,10,7,262144,16736,3664,0
332,28,42640,0,5,0,0,0,8,0,5,0,1344,1424,0
332,0,0,1,4,0,0,0,6,0,10,1048576,0,2172,0
34404,28,22260,0,5,0,0,0,11,0,3,0,33088,1132,0
332,0,0,0,4,0,0,119284,2,50,3,1048576,0,0,0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1160,0
332,0,0,0,5,0,0,327680,9,0,4,1048576,32768,2496,0
332,0,0,0,5,66289,132,74613,26,18,8,1048576,0,1658,0
34404,84,1630896,10,10,1699088,148,1588760,14,10,7,262144,16736,1040,0
332,28,16736,0,4,18656,68,16384,7,10,7,1048576,0,4364,0
332,0,0,0,4,0,0,0,0,57,2,0,1,174,0
34404,84,281984,10,10,315616,108,260800,14,10,6,262144,16736,1072,0
332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,3144,0
